Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content_License_Agreement,CONTENT LICENSE AGREEMENT,131615023,131615023,131615023,131615023,"CONTENT LICENSE AGREEMENT This Content License Agreement ( "" Agreement "" ) is between Global Music International , Inc. d / b / a Independent Music Network ( IMNTV ) , located at 20 Old Stagecoach Road , Redding , Connecticut , 06896 ( "" IMNTV "" ) , and Distributor , as set forth below , and describes the terms and conditions under which Distributor will distribute Programming provided by IMNTV as described herein . Distributor's distribution of the Programming is subject to the Master Terms of Service ( "" MTS "" ) attached hereto as Exhibit A . All capitalized terms shall have the meaning set forth on the MTS . In consideration for the mutual promises and covenants contained herein , the parties agree as follows : Distributor's authorized signature , is REQUIRED : A . Distributor Information N / A Provider Name : MobileVision Communications Ltd. . Address : 100 Ba Li Zhuang Xi Li , Suite 907 , ZhuBang2000 Plaza , East Building , Beijing , China COUNTRY PROVINCE : P.R.China Web Site www.looklook.cn Tax ID # : N / A Business Contact : Name : MengDi Xu Phone : 86 135 010 37211 Email : xumengdi@looklook.cn Marketing Contact : Name : BaoQing ( Angel ) Song Phone : 86 139111789 81 Email : angelsong@looklook.cn Technical Contact : Name : WeiLi Cheng Phone : 86 130118139 16 Email : chengwl@mobiledata.com.cn Billing contact : Name : RuoXian Qi Phone : 86 131615023 02 Email : ruoxian@looklook.cn Billing Address : ( if different from above ) Customer Service Contact : Name : Liang ( Dean ) Wang Phone : 86 136 2131 5977 Email : deanwang@looklook.cn Notice Contact : Name : RuoXian Qi Phone : 86 131615023","CONTENT LICENSE AGREEMENT This Content License Agreement ( "" Agreement "" ) is between Global Music International , Inc. d / b / a Independent Music Network ( IMNTV ) , located at 20 Old Stagecoach Road , Redding , Connecticut , 06896 ( "" IMNTV "" ) , and Distributor , as set forth below , and describes the terms and conditions under which Distributor will distribute Programming provided by IMNTV as described herein . Distributor's distribution of the Programming is subject to the Master Terms of Service ( "" MTS "" ) attached hereto as Exhibit A . All capitalized terms shall have the meaning set forth on the MTS . In consideration for the mutual promises and covenants contained herein , the parties agree as follows : Distributor's authorized signature , is REQUIRED : A . Distributor Information N / A Provider Name : MobileVision Communications Ltd. . Address : 100 Ba Li Zhuang Xi Li , Suite 907 , ZhuBang2000 Plaza , East Building , Beijing , China COUNTRY PROVINCE : P.R.China Web Site www.looklook.cn Tax ID # : N / A Business Contact : Name : MengDi Xu Phone : 86 135 010 37211 Email : xumengdi@looklook.cn Marketing Contact : Name : BaoQing ( Angel ) Song Phone : 86 139111789 81 Email : angelsong@looklook.cn Technical Contact : Name : WeiLi Cheng Phone : 86 130118139 16 Email : chengwl@mobiledata.com.cn Billing contact : Name : RuoXian Qi Phone : 86 131615023 02 Email : ruoxian@looklook.cn Billing Address : ( if different from above ) Customer Service Contact : Name : Liang ( Dean ) Wang Phone : 86 136 2131 5977 Email : deanwang@looklook.cn Notice Contact : Name : RuoXian Qi Phone : 86 131615023",131615023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service_Agreement,SPONSORSHIP AND SERVICES AGREEMENT,19t,19t,19t,19t,SPONSORSHIP AND SERVICES AGREEMENT,"SPONSORSHIP AND SERVICES AGREEMENT This SPONSORSHIP AND SERVICES AGREEMENT ( the "" Agreement "" ) is made and entered into as of the 19t h day of 2018 12",19t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark_License_Agreement,FORM OF TRADEMARK LICENSE AGREEMENT,2019,2019,2019,2019,2019,"FORM OF TRADEMARK LICENSE AGREEMENT This TRADEMARK LICENSE AGREEMENT ( "" Agreement "" ) , is entered into as of September _ _ _ _ _ _ , 2019",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting_Agreement,e - business Hosting Agreement,1,1,1,2,e - business Hosting Agreement,e - business Hosting Agreement 1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,26,26,26,26,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION_AGREEMENT,RATE FT - A AGREEMENT BETWEEN LG&E AND TENNESSEE GAS PIPELINE COMPANY Service Package No : 40715 Amendment No : GAS TRANSPORTATION AGREEMENT,1st,1st,1st,1st,GAS TRANSPORTATION AGREEMENT ( For Use under FT - A Rate Schedule ) THIS AGREEMENT is made and entered into as of the 1st,GAS TRANSPORTATION AGREEMENT ( For Use under FT - A Rate Schedule ) THIS AGREEMENT is made and entered into as of the 1st,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC_ALLIANCE_AGREEMENT",Strategic Alliance Agreement,12,12,12,12,"Strategic Alliance Agreement ( this "" Agreement "" ) , effective as of 2015 12","Strategic Alliance Agreement ( this "" Agreement "" ) , effective as of 2015 12",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Array_BioPharma_Inc._-_LICENSE,_DEVELOPMENT_AND_COMMERCIALIZATION_AGREEMENT","LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",31,31,31,31,"LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT THIS LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT ( this "" Agreement "" ) dated as of 2017 05 31",31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,12,12,12,12,"SPONSORSHIP AGREEMENT THIS AGREEMENT , dated for reference purposes as of 1999 07 12","SPONSORSHIP AGREEMENT THIS AGREEMENT , dated for reference purposes as of 1999 07 12",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING_AGREEMENT",CONSULTING AGREEMENT,1st,1st,1st,1st,"CONSULTING AGREEMENT This CONSULTING AGREEMENT ( "" Agreement "" ) effective as of this 1st","CONSULTING AGREEMENT This CONSULTING AGREEMENT ( "" Agreement "" ) effective as of this 1st",1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration_Agreement",Collaboration Agreement,2,2,2,2,2,"Collaboration Agreement This Agreement is entered into with effect as of the Effective Date ( as defined below ) by and between F. Hoffmann - tp@cklORGANIZATIONtp@ckl La Roche Ltd with an office and place of business at Grenzacherstrasse 124 , 4070 Basel , Switzerland ( "" Roche Basel "" ) and Hoffmann - tp@cklORGANIZATIONtp@ckl La Roche Inc. . with an office and place of business at 150 Clove Road , Suite 8 , Little Falls , New Jersey 07424 , U.S.A. ( "" Roche US "" ; Roche Basel and Roche US together referred to as "" Roche "" ) on the one hand and Foundation Medicine , Inc. . with an office and place of business at 150 Second Street , Cambridge , Massachusetts 02141 ( "" FMI "" ) on the other hand . Table of Contents 1 . Definitions 7 1.1 Affiliate 7 1.2 Agreement 7 1.3 Agreement Term 7 1.4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development_Agreement,"COLLABORATIVE RESEARCH , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",8,8,8,8,"COLLABORATIVE RESEARCH , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","Execution Copy COLLABORATIVE RESEARCH , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT This COLLABORATIVE RESEARCH , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT ( this "" Agreement "" ) is entered into as of 2018 06 08",Execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY_AGREEMENT,AGENCY AGREEMENT,31,30,30,30,"AGENCY AGREEMENT _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ , 1996 Capital Resources , Inc . 1701 K Street , N.W . Suite 700 Washington , D.C. 20006 Ladies and Gentlemen : AFSALA Bancorp , Inc. ( the "" Company "" ) and Amsterdam Federal Savings and Loan Association , a federally chartered mutual savings and loan association ( "" Association "" ) , with its deposit accounts insured by the Savings Association Insurance Fund ( "" SAIF "" ) administered by the Federal Deposit Insurance Corporation ( "" FDIC "" ) , hereby confirm their agreement with Capital Resources , Inc. ( "" Capital Resources "" ) as follows : SECTION 1 . The Offering . The Association , in accordance with and pursuant to its plan of conversion adopted by the Board of Directors of the Association ( the "" Plan "" ) , intends to be converted from a federally - chartered mutual savings and loan association to a federally - chartered stock savings bank and will sell all of its issued and outstanding stock to the Company . The Company will offer and sell its common stock ( the "" Common Stock "" ) in a subscription offering ( "" Subscription Offering "" ) to ( 1 ) tax qualified employee benefit plans of the Association , ( 2 ) depositors of the Association as of 1995 03 31 ( "" Eligible Account Holders "" ) , ( 3 ) depositors of the Association as of 1996 06 30","AGENCY AGREEMENT _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ , 1996 Capital Resources , Inc . 1701 K Street , N.W . Suite 700 Washington , D.C. 20006 Ladies and Gentlemen : AFSALA Bancorp , Inc. ( the "" Company "" ) and Amsterdam Federal Savings and Loan Association , a federally chartered mutual savings and loan association ( "" Association "" ) , with its deposit accounts insured by the Savings Association Insurance Fund ( "" SAIF "" ) administered by the Federal Deposit Insurance Corporation ( "" FDIC "" ) , hereby confirm their agreement with Capital Resources , Inc. ( "" Capital Resources "" ) as follows : SECTION 1 . The Offering . The Association , in accordance with and pursuant to its plan of conversion adopted by the Board of Directors of the Association ( the "" Plan "" ) , intends to be converted from a federally - chartered mutual savings and loan association to a federally - chartered stock savings bank and will sell all of its issued and outstanding stock to the Company . The Company will offer and sell its common stock ( the "" Common Stock "" ) in a subscription offering ( "" Subscription Offering "" ) to ( 1 ) tax qualified employee benefit plans of the Association , ( 2 ) depositors of the Association as of 1995 03 31",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR_AGREEMENT",DISTRIBUTOR AGREEMENT,7/1/98,7/1/98,7/1/98,7/1/98,"DISTRIBUTOR AGREEMENT Tripath Technology , Inc. 3900 Freedom Circle Suite # 200 Santa Clara , CA 95054 Tel : ( 408 ) 567-3000 Fax : ( 408 ) 567-3003 This Agreement is effective 7/1/98","DISTRIBUTOR AGREEMENT Tripath Technology , Inc. 3900 Freedom Circle Suite # 200 Santa Clara , CA 95054 Tel : ( 408 ) 567-3000 Fax : ( 408 ) 567-3003 This Agreement is effective 7/1/98",7/1/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement_Agreement,ENDORSEMENT AGREEMENT,14th,14th,14th,14th,"ENDORSEMENT AGREEMENT This Endorsement Agreement ( "" Agreement "" ) is made this 14th","ENDORSEMENT AGREEMENT This Endorsement Agreement ( "" Agreement "" ) is made this 14th",14th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR_AGREEMENT",DISTRIBUTOR AGREEMENT,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding_Agreement__Service_Agreement,CO-BRANDING AND SERVICES AGREEMENT,1,1,1,1,"CO-BRANDING AND SERVICES AGREEMENT Co-Branding and Services Agreement , effective as of October 1","CO-BRANDING AND SERVICES AGREEMENT Co-Branding and Services Agreement , effective as of October 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,7t,7t,7t,7t,JOINT FILING AGREEMENT,"JOINT FILING AGREEMENT In accordance with Rule 13d - 1 ( k ) under the Securities Exchange Act of 1934 , as amended , the undersigned agree to the joint filing on behalf of each of them of a statement on Schedule 13G ( including amendments thereto ) with respect to the Common Stock of Spring Bank Pharmaceuticals , Inc. and further agree that this agreement be included as an exhibit to such filing . Each party to the agreement expressly authorizes each other party to file on its behalf any and all amendments to such statement . Each party to this agreement agrees that this joint filing agreement may be signed in counterparts . In evidence whereof , the undersigned have caused this Agreement to be executed on their behalf this 7t",7t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor_Agreement,NON-EXCLUSIVE DISTRIBUTOR AGREEMENT,19th,19th,19th,19th,19th,"NON-EXCLUSIVE DISTRIBUTOR AGREEMENT This Non-Exclusive Distributor Agreement ( the "" Agreement "" ) is made and entered into as of this 19th",19th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING_AGREEMENT,SERVICES OUTSOURCING AGREEMENT,20,20,20,20,"SERVICES OUTSOURCING AGREEMENT Between CCA INDUSTRIES , INC . ( "" Company "" ) And EMERSON HEALTHCARE , LLC ( "" Contractor "" ) DATED AS OF 2014 01 20 CONFIDENTIAL TREATMENT REQUESTED This Services Outsourcing Agreement ( this "" Agreement "" ) is made as of 2014 01 20","SERVICES OUTSOURCING AGREEMENT Between CCA INDUSTRIES , INC . ( "" Company "" ) And EMERSON HEALTHCARE , LLC ( "" Contractor "" ) DATED AS OF 2014 01 20 CONFIDENTIAL TREATMENT REQUESTED This Services Outsourcing Agreement ( this "" Agreement "" ) is made as of 2014 01 20",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgenics_Corporation_-_Collaborative_Development_and_Commercialization_Agreement,COLLABORATIVE DEVELOPMENT AND COMMERCIALIZATION AGREEMENT,26,26,26,26,26,"COLLABORATIVE DEVELOPMENT AND COMMERCIALIZATION AGREEMENT This Collaborative Development and Commercialization Agreement ( "" Agreement "" ) is entered into as of 2016 04 26",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion_Agreement,EXECUTION COPY PROMOTION AGREEMENT,5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7,1,5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7,5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7,5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19,3 GOVERNANCE 12 3.1 Joint Steering Committee 12 3.2 Good Faith 12 3.3 Scope of Governance 13 ARTICLE 4 PROMOTION AND OTHER COMMERCIALIZATION 13 4.1 Promotion in the Territory 13 4.2 Diligence 14 4.3 Customer Contracts 14 4.4 Regulatory Matters 15 4.5 Discontinued Countries 15,"5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7 INTELLECTUAL PROPERTY 20 7.1 Ownership of SIGA Intellectual Property 20 7.2 Intellectual Property Maintenance 20 7.3 New Patents and Trademarks 20 - i - Source : SIGA TECHNOLOGIES INC , 8 - tp@cklNUMBERtp@ckl K , 6/3/2019 TABLE OF CONTENTS ( CONTINUED ) PAGE ARTICLE 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development_Agreement,MOBILE APPLICATION DEVELOPMENT AGREEMENT,5th,5th,5th,5th,"Mobile Application Development Agreement Agreement No : VAL / MAD / PVTINV / DC / 190305 / 1 Mobile Application Development Agreement This Mobile Application Development Agreement ( the "" Agreement "" ) is made and effective from 5th","Mobile Application Development Agreement This Mobile Application Development Agreement ( the "" Agreement "" ) is made and effective from 5th",5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE_AGREEMENT,FRANCHISE AGREEMENT,2000,2000,2000,2000,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION_AGREEMENT,PROMOTION AGREEMENT,31,31,31,31,"PROMOTION AGREEMENT by and between JANSSEN BIOTECH , INC . . and IMMUNOMEDICS , INC . . Dated as of : 2019 04 05 TABLE OF CONTENTS ARTICLE 1 DEFINITIONS 1 ARTICLE II BRAND PLAN 10 2.1 Brand Plan Generally 10 2.2 Contents of Brand Plan 10 ARTICLE III PROMOTION 12 3.1 Scope 12 3.2 Detailing Requirements 13 3.3 Sales Representatives 14 3.4 Promotional Materials 15 3.5 Product Sales 16 3.6 Product Recall 16 3.7 Product Return 17 ARTICLE IV GOVERNANCE 17 4.1 Authority 17 4.2 Joint Commercial Team 17 4.3 BALVERSA Sales Advisory Team 18 ARTICLE V COMPENSATION 18 5.1 Definitions 18 5.2 Service Fees 18 5.3 Milestones 19 5.4 Costs 20 5.5 Reports and Payments 20 ARTICLE VI REGULATORY MATTERS 21 6.1 Regulatory Approvals 21 6.2 Pharmacovigilance Procedures 22 6.3 Product Complaints 22 6.4 Post - Marketing Surveillance 22 6.5 Product Medical Inquiries 22 6.6 Companion Diagnostic Inquiries 22 6.7 Access , Affordability and Patient Support Inquiries 23 ARTICLE VII BOOKS , RECORDS AND AUDIT RIGHTS 23 7.1 Books and Records 23 7.2 Books and Records Audits 23 ARTICLE VIII TERM AND TERMINATION 24 8.1 Term ; Termination 24 8.2 Effect of Termination or Expiration 26 8.3 Suspension of Product Promotion 28 ARTICLE IX CONFIDENTIALITY ; RESTRICTIVE COVENANTS 28 9.1 Confidentiality 28 9.2 Exclusivity 31 9.3 Restrictions on Promotions 31 9.4 Limitation on Soliciting Employees 31","PROMOTION AGREEMENT by and between JANSSEN BIOTECH , INC . . and IMMUNOMEDICS , INC . . Dated as of : 2019 04 05 TABLE OF CONTENTS ARTICLE 1 DEFINITIONS 1 ARTICLE II BRAND PLAN 10 2.1 Brand Plan Generally 10 2.2 Contents of Brand Plan 10 ARTICLE III PROMOTION 12 3.1 Scope 12 3.2 Detailing Requirements 13 3.3 Sales Representatives 14 3.4 Promotional Materials 15 3.5 Product Sales 16 3.6 Product Recall 16 3.7 Product Return 17 ARTICLE IV GOVERNANCE 17 4.1 Authority 17 4.2 Joint Commercial Team 17 4.3 BALVERSA Sales Advisory Team 18 ARTICLE V COMPENSATION 18 5.1 Definitions 18 5.2 Service Fees 18 5.3 Milestones 19 5.4 Costs 20 5.5 Reports and Payments 20 ARTICLE VI REGULATORY MATTERS 21 6.1 Regulatory Approvals 21 6.2 Pharmacovigilance Procedures 22 6.3 Product Complaints 22 6.4 Post - Marketing Surveillance 22 6.5 Product Medical Inquiries 22 6.6 Companion Diagnostic Inquiries 22 6.7 Access , Affordability and Patient Support Inquiries 23 ARTICLE VII BOOKS , RECORDS AND AUDIT RIGHTS 23 7.1 Books and Records 23 7.2 Books and Records Audits 23 ARTICLE VIII TERM AND TERMINATION 24 8.1 Term ; Termination 24 8.2 Effect of Termination or Expiration 26 8.3 Suspension of Product Promotion 28",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION_AGREEMENT,COOPERATION AGREEMENT,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller_Agreement,RESELLER AGREEMENT,7th,7th,7th,7th,"RESELLER AGREEMENT THIS RESELLER AGREEMENT ( this "" Agreement "" ) is made and entered into effect the 7th","RESELLER AGREEMENT THIS RESELLER AGREEMENT ( this "" Agreement "" ) is made and entered into effect the 7th",7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,19,19,19,19,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XENCORINC_10_25_2013-EX-10.24-COLLABORATION_AGREEMENT_3,Confidential COLLABORATION AGREEMENT,1,10,10,10,"Confidential COLLABORATION AGREEMENT This Collaboration Agreement ( "" Agreement "" ) is made by and among Xencor , Inc. . 111 W . Lemon Ave. Monrovia , CA 91016 USA ( hereinafter called "" XENCOR "" ) , and Boehringer Ingelheim International GmbH Binger StraÃ e 173 55216 Ingelheim Germany ( hereinafter called "" BII "" ) ( hereinafter BII an XENCOR each shall also be called "" Party "" and collectively "" Parties "" as the case may be ) . EFFECTIVE DATE : 2012 02 10","Confidential COLLABORATION AGREEMENT This Collaboration Agreement ( "" Agreement "" ) is made by and among Xencor , Inc. . 111 W . Lemon Ave. Monrovia , CA 91016 USA ( hereinafter called "" XENCOR "" ) , and Boehringer Ingelheim International GmbH Binger StraÃ e 173 55216 Ingelheim Germany ( hereinafter called "" BII "" ) ( hereinafter BII an XENCOR each shall also be called "" Party "" and collectively "" Parties "" as the case may be ) . EFFECTIVE DATE : 2012 02 10",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,15th,15th,15th,15th,"SPONSORSHIP AGREEMENT This agreement ( "" Agreement "" ) is entered into as of the 15th day of 1997 12","SPONSORSHIP AGREEMENT This agreement ( "" Agreement "" ) is entered into as of the 15th day of 1997 12",15th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development_Agreement,LICENSE AND DEVELOPMENT AGREEMENT,1,2,2,2,"LICENSE AND DEVELOPMENT AGREEMENT Source : COHERUS BIOSCIENCES , INC . , 10 - tp@cklNUMBERtp@ckl K , 2/27/2020 Confidential Execution Version CONTENTS Clause Page 1 . DEFINITIONS AND INTERPRETATION1 2 . LICENSE GRANT10 3 . DEVELOPMENT11 4 . REGULATORY ACTIVITIES14 5 . MANUFACTURING AND SUPPLY17 6 . COMMERCIALIZATION18 7 . FINANCIAL PROVISIONS20 8 . TAXATION23 9 . INTELLECTUAL PROPERTY24 10 . COVENANTS RELATING TO THE [ * * * * * * ] AGREEMENT30 11 . CONFIDENTIALITY30 12",LICENSE AND DEVELOPMENT AGREEMENT This LICENSE AND DEVELOPMENT AGREEMENT ( this Agreement ) is entered into effective as of Nov. 02,LICENSE AND DEVELOPMENT AGREEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
