Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,Rofr/Rofo/Rofn,Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE_AGREEMENT,MAINTENANCE AGREEMENT,"THAYER EQUITY INVESTORS IV, L.P. (""Investor""); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, the ""Agent""); (Investor and Agent collectively and together with their respective successors and assigns, the ""Lenders""); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, the ""Borrowers"")",3/28/06,,,,,Minnesota,,,,,,,,,,,,,,"Any one or more of the following events shall constitute a ""Maintenance Event of Default"" under this Agreement:<omitted>(d) if Investor shall, at any time, fail to have committed capital in an aggregate minimum amount equal to $5,000,000 less the sum of all Required Capital Contributions (if any) actually made by the Investor during the term of this Agreement, as determined based on the most recent information made available by the Investor to the Agent pursuant to Section 20 below;",,,,,,,,,,,,,,"The Investor acknowledges and agrees that if a Maintenance Event of Default (as defined in Section 10 below) has occurred and is continuing hereunder, the Agent, for itself and on behalf of the Lenders, shall have the non-exclusive right to





obtain specific performance of the obligation of the Investor to make the Required Capital Contributions.","The Investor, the Agent and the Lenders hereby acknowledge and agree that (a) an amount equal to the lesser of (i) the full amount of each Required Capital Contribution that has not been made by the Investor and (ii) the then-outstanding balance of the Obligations, represents a reasonable estimate of the damages which the Agent and the Lenders will sustain upon the occurrence of an Maintenance Event of Default hereunder, and (b) such lesser amount will be the full, agreed and liquidated damages resulting from the occurrence of any Maintenance Event of Default hereunder.",,,"EACH OF THE INVESTOR, THE AGENT AND THE LENDERS IRREVOCABLY WAIVES ANY AND ALL RIGHT TO TRIAL BY JURY IN ANY LEGAL PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT.",
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING_AGREEMENT,OUTSOURCING AGREEMENT,"Sykes HealthPlan Services, Inc. (""SHPS""); HealthPlan Services, Inc. (""HFS"")",1/1/98,1/1/98,12/31/98,successive 1 year,90 days,Florida,,,,"HPS agrees to outsource to SHPS, and hereby appoints SHPS as the exclusive provider of, Care Management Services to the Clients, subject to the terms and conditions set forth in this Agreement.",,,,,,,"This Agreement shall be binding on the parties and their respective successors and assigns, but neither party may, or shall have the power to, assign this Agreement without the prior written consent of the other, which consent shall not be unreasonably withheld.","HPS will pay to SHPS all Care Management Revenues collected from such New Client, and SHPS will pay a commission to HPS equal to five percent (5%) of such amount received by SHPS from HPS pursuant to this Section 2.4.",,,,,,,,,,,,,,"SHPS shall have the right, upon reasonable prior written notice, to examine, copy and audit such records. Such audit shall be conducted at the location where such records are maintained and shall be at the expense of SHPS.",,,,,,,
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller_Agreement,FORM OF SUB-RESELLER AGREEMENT,"salesforce.com, inc. (""SFDC"", ""Salesforce""); Salesforce.org (""Reseller"")",[]/[]/[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor_Agreement,"ADDENDUM TO 

ZEBRA?? PARTNERCONNECT DISTRIBUTOR AGREEMENT","Zebra Technologies International, LLC (""Zebra""), Zebra Technologies do Brasil - Com??rcio de Produtos de Inform??tica Ltda.(""Zebra Brazil""), Xplore Technologies Corporation of America (""Xplore""), (Zebra, Zebra Brazil and Explore collectively as ""Zebra""); ScanSource, Inc. (""ScanSource""), ScanSource Latin America, Inc. (""ScanSource Latin America""), ScanSource Brazil Distribuidora de Technologias, Ltda. ""ScanSource Brazil""), SCANSOURCE DE MEXICO S. DE R.L. DE C.V. (""ScanSource Mexico"") ,(""ScanSource"", ""ScanSource Latin America"" , ""ScanSource Brazil"" and ScanSource Mexico collectively ""Distributor"")(""Zebra"" and the ""Distributor"" are referred to collectively as 'Parties"" and individually as a ""Party"")",19/4/02,19/4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor_Agreement1,NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT,"ScanSource, Inc. (""Distributor""); Cisco Systems, Inc. (""Cisco"")",1/22/07,1/22/07,1/22/09,1 year,,New York,,,,"Distributor will not purchase Products for resale to any Reseller from any person or entity other than Cisco, provided that Distributor may accept returned Product from Resellers if Distributor initially sold the Product to be returned to such Reseller. [*****]",,,,"Either party may terminate this Agreement, without cause, by giving the other party [*****] days prior written notice.",,,"Distributor may not assign or delegate its rights or obligations under this Agreement (other than (i) the right to receive any amount due, which shall be freely assignable, or (ii) to Distributor's parent or majority-owned subsidiary company of sufficient net worth to meet any potential liability under this Agreement) without the prior written consent of Cisco, such consent not to be unreasonably withheld or delayed, provided that any such assignment shall not relieve Distributor of any obligation to pay monies that were owed Cisco prior to the date of the assignment.",,,"If combined shipments do not meet the minimum requirement to ship LTL or TL (i.e. number pieces, min weight) then no grouping will be done.",,,,"Cisco grants to Distributor the right to use the name, logo, trademarks, and other marks of Cisco (collectively, the ""Marks"") for all proper purposes in the sale of Cisco Products and Services to End Users and the performance of Distributor's duties hereunder only so long as this Agreement is in effect.","Cisco's policy is that Software, whether Standalone or Embedded, is not transferable, except where a listed exception below applies, and except, of course, where Cisco's contract expressly allows it.",,An entity may transfer its right to use a certain piece of Software to its Affiliate.,,,,"Except for a termination of this Agreement resulting from Distributor's breach of Section 9.0 (Proprietary Rights and Software Licensing) or Section 19.0(Confidential Information), upon termination or expiration of this Agreement, Distributor may continue to use, in accordance with the terms and conditions of this Agreement, Products shipped to it by Cisco prior to the date of termination or expiration.","Distributor shall make these records available for audit by Cisco upon [*****] prior written notice, during regular business hours, at Distributor's principal place of business or such other of Distributor's locations where Distributor may maintain relevant records. [*****].","NOTWITHSTANDING ANYTHING ELSE IN THIS AGREEMENT TO THE CONTRARY, AND EXCEPT FOR LIABILITY ARISING OUT OF DISTRIBUTOR'S BREACH OF SECTION 9 (PROPRIETARY RIGHTS AND SOFTWARE LICENSING) OR EXHIBIT C (SOFTWARE LICENSE AGREEMENT), OR AMOUNTS DUE FOR PRODUCTS AND SERVICES PURCHASED WITH RESPECT TO THE PAYMENT OF WHICH NO BONA FIDE DISPUTE EXISTS, ALL LIABILITY OF EACH PARTY, INCLUDING EACH PARTY'S AFFILIATES, OFFICERS, DIRECTORS, EMPLOYEES, AGENTS AND SUPPLIERS COLLECTIVELY, FOR CLAIMS ARISING UNDER THIS AGREEMENT OR OTHERWISE HOWSOEVER ARISING SHALL BE LIMITED SEPARATELY FOR PRODUCTS AND SERVICES PURCHASES TO THE GREATER OF I) [*****] OR (ll)THE MONEY PAID TO CISCO FOR PRODUCTS OR FOR SERVICES, SEPARATELY AND AS APPLICABLE, UNDER THIS AGREEMENT DURING THE [*****] PERIOD PRECEDING THE EVENT OR CIRCUMSTANCES FIRST GIVING RISE TO SUCH LIABILITY.","DISTRIBUTOR'S SOLE AND EXCLUSIVE REMEDIES IN THE EVENT OF ANY SUCH INFRINGEMENT, MISAPPROPRIATION OR ANY CLAIM THEREOF SHALL BE AS SET FORTH IN SECTION 15 OF THIS AGREEMENT (""PATENT AND COPYRIGHT INFRINGEMENT"").",,Such warranty shall commence upon shipment to the End User.,Each party shall be responsible for maintaining Worker's Compensation insurance in the statutory amounts required by the applicable state laws.,,
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor_Agreement2,Software License Agreement [v.08.05.03],"Customer; Cisco Systems, Inc. or its subsidiaries licensing the Software instead of Cisco Systems (""Cisco""); Customer",,,perpetual,,,California,,,,,,,,Customer may terminate this Agreement and the license at any time by destroying all copies of Software including any Documentation.,,,"Except as otherwise expressly provided under this Agreement, Customer shall have no right, and Customer specifically agrees not to:

(i) transfer, assign or sublicense its license rights to any other person or entity, or use the Software on unauthorized or secondhand Cisco equipment, and Customer acknowledges that any attempted transfer, assignment, sublicense or use shall be void;",,,,,,,"Subject to the terms and conditions of this Agreement, Cisco Systems, Inc. or its subsidiary licensing the Software instead of Cisco Systems, Inc. (""Cisco""), grants to Customer a nonexclusive and nontransferable license to use for Customer's internal business purposes the Software and the Documentation for which Customer has paid the required license fees.","Except as otherwise expressly provided under this Agreement, Customer shall have no right, and Customer specifically agrees not to:

(i) transfer, assign or sublicense its license rights to any other person or entity, or use the Software on unauthorized or secondhand Cisco equipment, and Customer acknowledges that any attempted transfer, assignment, sublicense or use shall be void;",,,,,,,"Customer grants to Cisco and its independent accountants the right to examine Customer's books, records and accounts during Customer's normal business hours to verify compliance with this Agreement.",,"In no event shall Cisco's or its suppliers' or licensors' liability to Customer, whether in contract, tort (including negligence), or otherwise, exceed the price paid by Customer for the Software that gave rise to the claim or if the Software is part of another Product, the price paid for such other Product.",,"Cisco warrants that commencing from the date of shipment to Customer (but in case of resale by an authorized Cisco reseller, commencing not more than ninety (90) days after original shipment by Cisco), and continuing for a period of the longer of (a) ninety (90) days or (b) the software warranty period (if any) set forth in the warranty card accompanying the Product (if any): (a) the media on which the Software is furnished will be free of defects in materials and workmanship under normal use; and (b) the Software substantially conforms to its published specifications.",,,
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor_Agreement,AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT,"Cisco Systems, Inc. (""Cisco""); ScanSource, Inc. (""Distributor"")",10/4/08,,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion_Agreement,PROMOTION AGREEMENT,"SIGA TECHNOLOGIES, INC. (""SIGA""); MERIDIAN MEDICAL TECHNOLOGIES, INC. (""MMT"")(""Party"" and collectively as the ""Parties"")",5/31/19,5/31/19,5/31/24,successive 3 years,90 days,New York,,"During the Term, MMT shall not Commercialize in any manner any Competing Product in the Field in any country in the Territory; provided, however, the Parties hereby acknowledge that the restrictions set forth in this Section 2.3 shall not apply to any Affiliates of MMT (including Pfizer).","During the Term, MMT shall not Commercialize in any manner any Competing Product in the Field in any country in the Territory; provided, however, the Parties hereby acknowledge that the restrictions set forth in this Section 2.3 shall not apply to any Affiliates of MMT (including Pfizer).","As of the Effective Date, there are no rights with respect to the Product or the SIGA Trademarks in the Territory granted by SIGA, in each case, to any Person or entity other than MMT;",,,,"Notwithstanding any other provision of this Agreement, MMT may at any time terminate this Agreement on country-by-country basis, or in its entirety, upon [***] months' prior written notice to SIGA.","Notwithstanding the aforementioned requirement, before Promoter destroys any Safety Reports and associated source documents, or training records, it will notify SIGA of its intention to do so and afford SIGA the opportunity to retain such records if it so wishes.",,"Neither Party may assign or transfer this Agreement or any rights or obligations hereunder without the prior written consent of the other Party, except that a Party may make such an assignment without the other Party's consent to its Affiliates or to a Third Party successor of, or transferee to, assets of such Party to which this Agreement relates, whether in a merger, sale of stock, sale of assets or other transaction.","In consideration for the services provided by MMT hereunder, commencing with the First Commercial Sale of the Product in the Territory, MMT shall be entitled to retain a fee (the ""Promotion Fee"") of: (i) [***] of the Yearly Collected Revenue of the Product in the Territory in each Calendar Year during the Term if the aggregate Net Product Sales Amounts for such Calendar Year are equal to or below [***]; and (ii) [***] of the Yearly Collected Revenue of the Product in the Territory in each Calendar Year during the Term if the aggregate Net Product Sales Amounts for such Calendar Year exceed [***].",,,,,,"Subject to the terms and conditions of this Agreement, SIGA hereby grants to MMT an exclusive right and license, with the right to grant sublicenses as permitted under Section 2.1(b), under the SIGA Intellectual Property solely to Promote the Product in the Field in the Territory.","No Third Party has the right to sublicense any SIGA Patent or SIGA Trademark without the express written consent of SIGA, which consent will be withheld if in any way it conflicts with this Agreement.",,"Except for the subcontractors appointed by MMT as of the Effective Date as listed on Exhibit A attached hereto, MMT may not grant sublicenses of the rights and licenses granted to it in Section 2.1(a) to any Affiliate (including Pfizer or any Affiliate of Pfizer) or Third Party without the prior written approval of SIGA (such approval not to be unreasonably withheld).",,,,"Upon termination of this Agreement pursuant to this ARTICLE 11, for all Customer Contracts then in force in the Territory, MMT shall either (i) promptly exercise its rights to terminate such Customer Contracts pursuant to termination rights accruing from the occurrence of a termination of this Agreement or otherwise or (ii) upon timely written request of SIGA, use Commercially Reasonable Efforts to assign any Customer Contract identified in such notice then in force to SIGA.","SIGA, or its authorized representatives, shall have the right, at its cost, with reasonable advance notice, during regular business hours, to audit the facility used by the Promoter in order to review the Promoter activities under this Exhibit including, but not limited to, any documents relevant to these activities, for compliance with the safety reporting requirements set out in this Exhibit.","EXCEPT (I) IN THE EVENT OF THE FRAUD OF A PARTY OR OF A PARTY'S BREACH OF ITS OBLIGATIONS UNDER ARTICLE 7 (INTELLECTUAL PROPERTY) OR ARTICLE 10 (CONFIDENTIALITY), OR (II) TO THE EXTENT ANY SUCH DAMAGES ARE REQUIRED TO BE PAID TO A THIRD PARTY AS PART OF A CLAIM FOR WHICH A PARTY PROVIDES INDEMNIFICATION UNDER THIS ARTICLE 9, NEITHER PARTY NOR ANY OF ITS AFFILIATES OR SUBLICENSEES SHALL BE LIABLE TO THE OTHER IN CONTRACT, TORT, NEGLIGENCE, BREACH OF STATUTORY DUTY OR OTHERWISE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, REMOTE, EXEMPLARY OR SPECULATIVE DAMAGES OR OTHER DAMAGES THAT ARE NOT PROBABLE AND REASONABLY FORESEEABLE AND IRRESPECTIVE OF WHETHER THAT PARTY OR ANY REPRESENTATIVE OF THAT PARTY HAS BEEN ADVISED OF, OR OTHERWISE MIGHT HAVE ANTICIPATED THE POSSIBILITY OF, ANY SUCH LOSS OR DAMAGE; PROVIDED, FOR CLARITY, [***].","EXCEPT (I) IN THE EVENT OF THE FRAUD OF A PARTY OR OF A PARTY'S BREACH OF ITS OBLIGATIONS UNDER ARTICLE 7 (INTELLECTUAL PROPERTY) OR ARTICLE 10 (CONFIDENTIALITY), OR (II) TO THE EXTENT ANY SUCH DAMAGES ARE REQUIRED TO BE PAID TO A THIRD PARTY AS PART OF A CLAIM FOR WHICH A PARTY PROVIDES INDEMNIFICATION UNDER THIS ARTICLE 9, NEITHER PARTY NOR ANY OF ITS AFFILIATES OR SUBLICENSEES SHALL BE LIABLE TO THE OTHER IN CONTRACT, TORT, NEGLIGENCE, BREACH OF STATUTORY DUTY OR OTHERWISE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, REMOTE, EXEMPLARY OR SPECULATIVE DAMAGES OR OTHER DAMAGES THAT ARE NOT PROBABLE AND REASONABLY FORESEEABLE AND IRRESPECTIVE OF WHETHER THAT PARTY OR ANY REPRESENTATIVE OF THAT PARTY HAS BEEN ADVISED OF, OR OTHERWISE MIGHT HAVE ANTICIPATED THE POSSIBILITY OF, ANY SUCH LOSS OR DAMAGE; PROVIDED, FOR CLARITY, [***].",,,"MMT and SIGA shall maintain such insurance throughout the Term, and shall from time to time provide copies of certificates of such insurance the other Party upon request.",,
"SightLife_Surgical,_Inc._-_STRATEGIC_SALES___MARKETING_AGREEMENT",STRATEGIC SALES & MARKETING AGREEMENT,"SightLife Surgical, Inc. (???Surgical???); Imprimis Pharmaceuticals, Inc. (???Imprimis???)",4/28/17,4/28/17,4/28/20,,,California,,,"Surgical shall not promote, market or sell any products for any third party during the Term, which directly or indirectly compete with the Product.",,,,,Either party shall have the right to terminate this Agreement at any time for any reason.,,,"Surgical shall not assign this Agreement or any of its rights or privileges without the prior written consent of Imprimis, which consent Imprimis may grant or withhold in its sole discretion.","During the Term of the Agreement and subject to the terms and conditions of the Agreement, Imprimis shall pay to Surgical Sales Commissions equal to ten percent (10%) of the Net Sales for Product.",,,,"If and to the extent that any Work Product is found as a matter of law not to be a ""work made for hire"" within the meaning of the Act, Surgical agrees to assign, and by this Agreement and Surgical's signature below, Surgical hereby does assign to Imprimis all right, title and interest in and to Work Product, and all copies thereof, and the copyright, patent, trademark, trade secret and all other proprietary rights in Work Product.",,,,,,,,,"Surgical  agrees that promptly upon termination of this Agreement, Surgical shall deliver to Imprimis all Work Product, either completed or uncompleted, and any documents, reports and other materials which are in Surgical's possession in connection with the performance of Services under this Agreement.",,,,,,"Each party shall maintain insurance, including comprehensive or commercial general liability and products liability insurance (contractual liability included), with respect to its activities under this Agreement in such amounts and with such limits as reasonable and customary in the industry, but with limits not less than the following: (a) each occurrence, one million  dollars ($1,000,000); (b) products/completed operations aggregate, five million dollars ($5,000,000); (c) personal and advertising injury, one million dollars ($1,000,000); and (d) general aggregate (commercial form only), five million dollars ($5,000,000).",,
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise_Agreement,MASTER FRANCHISE AGREEMENT,"Smaaash Entertainment Private Limited (""Franchisor""); I-AM Capital Acquisition Company (""Franchise"")",11/20/18,11/20/18,perpetual,,,New York,,"""Exclusivity"" shall mean that Franchisor shall not grant any further licenses to third parties in the Trademarks for use in connection with Smaaash Centres in the Territory, and the Franchisee shall not enter into any arrangement or agreement with any third parties for establishing or operating any gaming and entertainment centres identical or similar to Smaaash Centres, in the Territory except as otherwise provided in this Agreement; provided, however, that Franchisor may continue to use the Trademarks in the Territory in connection with the operation of Franchisor's entertainment centers already",,"Except as provided in the next sentence, the license granted herein shall be exclusive.",,,"Franchisee shall not do anything or suffer anything to be done which may adversely affect any rights of Franchisor in and to any Franchisor Property, or any registrations thereof or which, directly or indirectly, may<omitted>disparage or detract from Franchisor's reputation.",,,,"The Franchisee shall not be entitled to assign, transfer, encumber or dispose of any of its rights and or obligations under this Agreement, including to an affiliate, without the prior written consent of the Franchisor.","If third party franchisees are operating the Smaaash Centres, then the Franchisee shall be entitled to receive, (i) 5% (five percent) of the capital expenditure as agreed among the parties for the particular Smaaash Centre as sign -on fees or upfront advance, and (ii) 5% (five percent) fee or commission of the revenue generated by such third party franchisees from the Smaash Centres on an annual basis.",,Franchisee or third party sub -franchisees shall be under an obligation to set up at least 6 (six) Smaaash Centres during the first Contract Year or any other time period as may be provided by Franchisor.,,"Franchisee shall execute, for no additional consideration, any and all documents deemed necessary by Franchisor or its attorneys to be necessary to transfer such right, title or interest to Franchisor.",,"The rights granted herein include the limited license to use the Trademarks of the Franchisor (the details of which are morefully set out in Exhibit A), as set out in Section 3 of this Agreement, for the purposes of establishing and operating the Smaaash Centres in the Territory.",,,,,,,,"During the Term, Franchisor shall have the right to conduct audits of Franchisee with respect to the Smaaash Centres, and inspect the Smaaash Centres, after providing a written notice of 5 (five) days.",,,,,"During the Term, Franchisee shall maintain policies of insurance as may be requested by Franchisor, subject to applicable law, in relation to the Smaaash Centres.","Franchisee shall not challenge, directly or indirectly, Franchisor's interest in, or the validity of, any Franchisor Property, or any application for registration or trademark registration thereof or any rights of Franchisor therein.",
SmartRxSystemsInc_20180914_1-A_EX1A-6_MAT_CTRCT_11351705_EX1A-6_MAT_CTRCT_Distributor_Agreement,EXCLUSIVE DISTRIBUTOR AGREEMENT,"SMART RX SYSTEMS, INC. (""Company""); A3 DEVELOPMENT GROUP, LLC (""Distributor"")",5/17/17,,5/17/22,successive 1 year,180 days,Texas,,,,"Company agrees that no other Distributor will be appointed in any other state as a Distributor unless it is either the Company or Distributor, save and except for the state of Florida.",,,"Termination by Company under this Section 12.2 shall be effective sixty (60) days following Company's giving of notice to Distributor if the occurrence giving rise to the right of termination has not been cured, or immediately in the event of a breach of Section 6 regarding Non-Disclosure of Confidential Information or Section 7.1 regarding conduct injurious to Company's reputation.",,,,,"The Payment(s) to Distributor or its Assignee, as set forth herein, shall be further set forth in each Class A Series Agreement, along with the respective ownership interest for both the Company and the Distributor (or its Assignee) for each respective Kiosk Location which shall have its own separate Series, as defined by the Texas Business Organizations Code for Series Limited Liability Companies, and as set forth in the Company's Operating Agreement.",,,,,,"For the term of this Agreement, Company grants Distributor a limited, revocable, non-transferable, non-exclusive license under Company's copyrights to use the Company Products at Distributor's facilities in the Territory solely for marketing and support purposes directly related to the performance of its duties under this Agreement.","For the term of this Agreement, Company grants Distributor a limited, revocable, non-transferable, non-exclusive license under Company's copyrights to use the Company Products at Distributor's facilities in the Territory solely for marketing and support purposes directly related to the performance of its duties under this Agreement.",,,,,,"Company Obligations. (i) Immediately cease all representation of an existing relationship with Distributor; (ii) All medication inventory is owned by Smart RX Systems, Inc. only; and (iii) Distributor shall continue to receive Net Income per Customer location for so long as Customer continues to utilize the Products.","These records shall be available for examination during normal business hours by accountants representing the other Party, who shall be entitled to perform an audit and to make copies and extracts, and receive any explanations that may reasonably be requested.",,,,,"The Company agrees that it shall: (i) comply with the laws and regulations that govern its business; (ii) carry reasonable amounts of insurance, whether through self-insurance or otherwise, to cover its responsibilities with respect to indemnification under Section 9 below.","Distributor acknowledges that Company owns and retains all copyrights and other proprietary rights in all the Products, and agrees that it will not at any time during or after the term of this Agreement assert or claim any interest in or do anything that may adversely affect the validity or enforceability of any trademark, trade name, copyright or logo belonging to or licensed to Company (including without limitation any act, or assistance to any act, which may infringe or lead to the infringement of any copyright in the Products)",
"Sonos,_Inc._-_Manufacturing_Agreement",Manufacturing Agreement,"Sonos, Inc. (""Sonos""); Inventec Appliances Corporation (""IAC"")",14/4/09,14/4/09,17/4/09,successive 1 year,6 months,California,,,,,"Unless otherwise instructed by Sonos in writing, IAC is not authorized at any time to sell Custom Components to any third party or IAC Affiliate.",,,Either Party may terminate this Agreement hereunder for any reason at its convenience upon one hundred eighty (180) days prior written notice.,,,"No party may assign its rights or delegate its obligations hereunder, either in whole or in part, without the prior written consent of the other party, other than an assignment by Sonos or IAC of its rights and obligations hereunder to a wholly-owned subsidiary.",,,,,"In addition, IAC shall secure any and all Intellectual Property Rights that may pertain to the Sonos Products that are created by such IAC Subcontractor, and hereby transfers and assigns all such Intellectual Property Rights",,"Sonos hereby authorizes IAC to use and to cause its Affiliates to use, the Marks as specified by Sonos on the Products and relevant documents solely for the purpose of this Agreement.","Subject to all terms and conditions of this Agreement, Sonos hereby grants to IAC and its Affiliates a non- exclusive, worldwide, nontransferable, royalty-free right and license to make copies of the software specified in the applicable Statement of Work solely as necessary to install and embed such software in the Product.",,"Subject to all terms and conditions of this Agreement, Sonos hereby grants to IAC and its Affiliates a non- exclusive, worldwide, nontransferable, royalty-free right and license to make copies of the software specified in the applicable Statement of Work solely as necessary to install and embed such software in the Product.",,,,"If a termination notice is delivered pursuant to 15.2, 15.3, 15.4 or if Sonos decides to transfer the manufacturing of a Product from IAC during the Term of the Agreement, IAC shall cooperate fully with Sonos to effect the transfer of the manufacturing of the Products (without any obligation that IAC transfers IAC Property from IAC to Sonos, or a third party designated by Sonos, in order to help minimize any potential disruption in the continuity of supply. I","Subject to the prior written approval of IAC's vendor or IAC Subcontractor, Sonos or its representatives may also inspect such vendor or subcontractor.","EXCEPT IN THE EVENT OF A VIOLATION OF SECTION 3 (OWNERSHIP; GRANT OF RIGHTS: TRADEMARKS USAGE), OR FOR EACH PARTY'S OBLIGATIONS UNDER SECTION 11 (INDEMNITY), OR BREACH OF SECTION 12 (CONFIDENTIALITY), IN NO EVENT SHALL EITHER PARTY'S TOTAL LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT EXCEED THE AMOUNTS PAID BY SONOS FOR THE PRODUCTS IN THE [*] PERIOD IMMEDIATELY PRECEDING THE EVENT GIVING RISE TO THE LIABILITY. THIS SECTION DOES NOT LIMIT EITHER PARTY'S LIABILITY FOR PERSONAL INJURY, DEATH, OR DAMAGE TO TANGIBLE PROPERTY.","In such case, Sonos' sole liability shall be limited to payment of the amount due under this Agreement, all the Component(s) procured by IAC, and any finished and work-in-process Products provided such Components and Products liabilities were incurred in compliance with this Agreement.",,"Pursuant to Exhibit E, IAC shall provide the RMA and repair services to Sonos upon request for a minimum of [*] from the date on which Sonos discontinues the sale of any Product on the terms and conditions set forth therein.",[*] will have insurance policies with reputable insurers to provide coverage and amounts that secure its obligations and potential liabilities under this Agreement.,"At no time shall IAC challenge or assist others to challenge the Sonos Marks, or registrations thereof, or attempt to register any trademarks, service marks, trade names or other marks confusingly similar to the Sonos Marks.",
